createdat,topic,sentimentscore,eventprocessedutctime,partitionid,eventenqueuedutctime
2016-10-09T14:28:03,google,2,2016-10-09T14:29:23.3277865Z,3,2016-10-09T14:28:25.303Z
2016-10-09T14:28:03,amazon,2,2016-10-09T14:29:22.5777166Z,1,2016-10-09T14:28:25.96Z
2016-10-09T14:28:03,google,2,2016-10-09T14:29:23.3277865Z,3,2016-10-09T14:28:26.57Z
2016-10-09T14:28:04,google,2,2016-10-09T14:29:23.3277865Z,3,2016-10-09T14:28:27.211Z
2016-10-09T14:28:04,XBox,2,2016-10-09T14:29:22.5777166Z,1,2016-10-09T14:28:27.871Z
2016-10-09T14:28:04,google,2,2016-10-09T14:29:23.3277865Z,3,2016-10-09T14:28:28.464Z
2016-10-09T14:28:04,google,2,2016-10-09T14:29:23.3277865Z,3,2016-10-09T14:28:29.105Z
2016-10-09T14:28:04,Unknown,2,2016-10-09T14:29:22.4528809Z,0,2016-10-09T14:28:29.788Z
2016-10-09T14:28:04,amazon,2,2016-10-09T14:29:22.5777166Z,1,2016-10-09T14:28:30.394Z
2016-10-09T14:28:04,XBox,2,2016-10-09T14:29:22.5777166Z,1,2016-10-09T14:28:31.021Z
2016-10-09T14:28:04,Unknown,2,2016-10-09T14:29:22.4528809Z,0,2016-10-09T14:28:31.679Z
2016-10-09T14:28:04,amazon,2,2016-10-09T14:29:22.5777166Z,1,2016-10-09T14:28:32.273Z
2016-10-09T14:28:04,Unknown,2,2016-10-09T14:29:22.4528809Z,0,2016-10-09T14:28:32.961Z
2016-10-09T14:28:03,google,2,2016-10-09T14:29:23.3277865Z,3,2016-10-09T14:28:33.531Z
2016-10-09T14:28:04,Skype,2,2016-10-09T14:29:23.1402449Z,2,2016-10-09T14:28:34.265Z
2016-10-09T14:28:04,Unknown,2,2016-10-09T14:29:22.4528809Z,0,2016-10-09T14:28:34.872Z
2016-10-09T14:28:04,Unknown,2,2016-10-09T14:29:22.4528809Z,0,2016-10-09T14:28:35.592Z
2016-10-09T14:28:04,Unknown,2,2016-10-09T14:29:22.4528809Z,0,2016-10-09T14:28:36.232Z
2016-10-09T14:28:04,google,2,2016-10-09T14:29:23.3277865Z,3,2016-10-09T14:28:36.803Z
2016-10-09T14:28:04,XBox,4,2016-10-09T14:29:22.5777166Z,1,2016-10-09T14:28:37.537Z
2016-10-09T14:28:04,XBox,2,2016-10-09T14:29:22.5777166Z,1,2016-10-09T14:28:38.162Z
2016-10-09T14:28:04,google,2,2016-10-09T14:29:23.3277865Z,3,2016-10-09T14:28:38.747Z
2016-10-09T14:28:04,google,2,2016-10-09T14:29:23.3277865Z,3,2016-10-09T14:28:39.372Z
2016-10-09T14:28:04,amazon,2,2016-10-09T14:29:22.5777166Z,1,2016-10-09T14:28:40.071Z
2016-10-09T14:28:04,XBox,2,2016-10-09T14:29:22.5777166Z,1,2016-10-09T14:28:40.696Z
2016-10-09T14:28:05,Unknown,2,2016-10-09T14:29:22.4528809Z,0,2016-10-09T14:28:41.393Z
2016-10-09T14:28:05,Unknown,2,2016-10-09T14:29:22.4528809Z,0,2016-10-09T14:28:42.033Z
2016-10-09T14:28:05,google,2,2016-10-09T14:29:23.3277865Z,3,2016-10-09T14:28:43.392Z
2016-10-09T14:28:05,google,2,2016-10-09T14:29:23.3277865Z,3,2016-10-09T14:28:44.095Z
2016-10-09T14:28:05,Unknown,2,2016-10-09T14:29:22.4528809Z,0,2016-10-09T14:28:44.784Z
2016-10-09T14:28:05,hacking,2,2016-10-09T14:29:22.5777166Z,1,2016-10-09T14:28:45.395Z
2016-10-09T14:28:05,amazon,2,2016-10-09T14:29:22.5777166Z,1,2016-10-09T14:28:46.101Z
2016-10-09T14:28:05,google,2,2016-10-09T14:29:23.3277865Z,3,2016-10-09T14:28:46.693Z
2016-10-09T14:28:05,google,2,2016-10-09T14:29:23.3277865Z,3,2016-10-09T14:28:47.318Z
2016-10-09T14:28:05,cloud,2,2016-10-09T14:29:22.4528809Z,0,2016-10-09T14:28:48.021Z
2016-10-09T14:28:05,Unknown,2,2016-10-09T14:29:22.4528809Z,0,2016-10-09T14:28:48.646Z
2016-10-09T14:28:05,Unknown,2,2016-10-09T14:29:22.4528809Z,0,2016-10-09T14:28:49.302Z
2016-10-09T14:28:05,Unknown,4,2016-10-09T14:29:22.4528809Z,0,2016-10-09T14:28:49.974Z
2016-10-09T14:28:05,google,2,2016-10-09T14:29:23.3277865Z,3,2016-10-09T14:28:50.558Z
2016-10-09T14:28:05,Unknown,2,2016-10-09T14:29:22.4528809Z,0,2016-10-09T14:28:51.258Z
2016-10-09T14:28:05,Microsoft,2,2016-10-09T14:29:22.4528809Z,0,2016-10-09T14:28:51.883Z
2016-10-09T14:28:05,bigdata,2,2016-10-09T14:29:22.5777166Z,1,2016-10-09T14:28:52.497Z
2016-10-09T14:28:05,amazon,0,2016-10-09T14:29:22.5777166Z,1,2016-10-09T14:28:53.125Z
2016-10-09T14:28:05,amazon,2,2016-10-09T14:29:22.5777166Z,1,2016-10-09T14:28:53.751Z
2016-10-09T14:28:05,amazon,2,2016-10-09T14:29:22.5777166Z,1,2016-10-09T14:28:54.376Z
2016-10-09T14:28:06,amazon,2,2016-10-09T14:29:22.5777166Z,1,2016-10-09T14:28:55.017Z
2016-10-09T14:28:06,Unknown,2,2016-10-09T14:29:22.4686532Z,0,2016-10-09T14:28:55.694Z
2016-10-09T14:28:06,bigdata,4,2016-10-09T14:29:22.5777166Z,1,2016-10-09T14:28:56.314Z
2016-10-09T14:28:06,Unknown,2,2016-10-09T14:29:22.4686532Z,0,2016-10-09T14:28:57.023Z
2016-10-09T14:28:06,Unknown,2,2016-10-09T14:29:22.4686532Z,0,2016-10-09T14:28:57.635Z
2016-10-09T14:28:06,google,2,2016-10-09T14:29:23.3277865Z,3,2016-10-09T14:28:58.211Z
2016-10-09T14:28:06,google,2,2016-10-09T14:29:23.3277865Z,3,2016-10-09T14:28:58.851Z
2016-10-09T14:28:06,Unknown,2,2016-10-09T14:29:22.4686532Z,0,2016-10-09T14:28:59.558Z
2016-10-09T14:28:06,google,2,2016-10-09T14:29:23.3277865Z,3,2016-10-09T14:29:00.117Z
2016-10-09T14:28:06,XBox,2,2016-10-09T14:29:22.5777166Z,1,2016-10-09T14:29:00.758Z
2016-10-09T14:28:06,hacking,4,2016-10-09T14:29:22.5777166Z,1,2016-10-09T14:29:01.399Z
2016-10-09T14:28:06,google,2,2016-10-09T14:29:23.3277865Z,3,2016-10-09T14:29:02.009Z
2016-10-09T14:28:06,Unknown,2,2016-10-09T14:29:22.4686532Z,0,2016-10-09T14:29:02.717Z
2016-10-09T14:28:06,google,2,2016-10-09T14:29:23.3277865Z,3,2016-10-09T14:29:03.291Z
2016-10-09T14:28:06,bigdata,4,2016-10-09T14:29:22.5777166Z,1,2016-10-09T14:29:03.993Z
2016-10-09T14:28:06,Unknown,2,2016-10-09T14:29:22.4686532Z,0,2016-10-09T14:29:04.641Z
2016-10-09T14:28:06,cloud,2,2016-10-09T14:29:22.4686532Z,0,2016-10-09T14:29:05.281Z
2016-10-09T14:28:07,amazon,2,2016-10-09T14:29:22.5777166Z,1,2016-10-09T14:29:05.876Z
2016-10-09T14:28:06,google,4,2016-10-09T14:29:23.3277865Z,3,2016-10-09T14:29:06.799Z
2016-10-09T14:28:07,google,2,2016-10-09T14:29:23.3277865Z,3,2016-10-09T14:29:07.44Z
2016-10-09T14:28:07,XBox,2,2016-10-09T14:29:22.5777166Z,1,2016-10-09T14:29:08.192Z
2016-10-09T14:28:07,google,2,2016-10-09T14:29:23.3277865Z,3,2016-10-09T14:29:08.784Z
2016-10-09T14:28:07,Unknown,2,2016-10-09T14:29:22.4686532Z,0,2016-10-09T14:29:09.477Z
2016-10-09T14:28:07,Unknown,2,2016-10-09T14:29:22.4686532Z,0,2016-10-09T14:29:10.134Z
2016-10-09T14:28:07,programming,4,2016-10-09T14:29:23.1402449Z,2,2016-10-09T14:29:10.795Z
2016-10-09T14:28:07,Unknown,2,2016-10-09T14:29:22.4686532Z,0,2016-10-09T14:29:11.437Z
2016-10-09T14:28:07,XBox,4,2016-10-09T14:29:22.5777166Z,1,2016-10-09T14:29:12.029Z
2016-10-09T14:28:07,google,2,2016-10-09T14:29:23.3277865Z,3,2016-10-09T14:29:12.647Z
2016-10-09T14:28:07,Microsoft,2,2016-10-09T14:29:22.4686532Z,0,2016-10-09T14:29:13.352Z
2016-10-09T14:28:07,bigdata,2,2016-10-09T14:29:22.5777166Z,1,2016-10-09T14:29:13.966Z
2016-10-09T14:28:07,XBox,2,2016-10-09T14:29:22.5777166Z,1,2016-10-09T14:29:14.596Z
2016-10-09T14:28:07,google,2,2016-10-09T14:29:23.3277865Z,3,2016-10-09T14:29:15.351Z
2016-10-09T14:28:07,Unknown,2,2016-10-09T14:29:22.4686532Z,0,2016-10-09T14:29:16.042Z
